TRANSACTION_NUMBER,INSTANCE_DATE,GROUP_EN,PROCEDURE_EN,IS_OFFPLAN_EN,IS_FREE_HOLD_EN,USAGE_EN,AREA_EN,PROP_TYPE_EN,PROP_SB_TYPE_EN,TRANS_VALUE,PROCEDURE_AREA,ACTUAL_AREA,ROOMS_EN,PARKING,NEAREST_METRO_EN,NEAREST_MALL_EN,NEAREST_LANDMARK_EN,TOTAL_BUYER,TOTAL_SELLER,MASTER_PROJECT_EN,PROJECT_EN
"11-45502-2024","2024-11-25 12:36:47","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","785000","51.56","51.56","Studio","P3-47","Business Bay Metro Station","Dubai Mall","Downtown Dubai","1","1","","AG TOWER"
"11-45503-2024","2024-11-25 13:53:41","Sales","Sale","Ready","Free Hold","Residential","THE GREENS","Unit","Flat","1515000","104.67","104.67","2 B/R","31.","Dubai Internet City","Marina Mall","Burj Al Arab","2","1","",""
"11-45504-2024","2024-11-25 13:01:08","Sales","Sale","Ready","Free Hold","Residential","MEYDAN ONE","Unit","Flat","640000","34.78","34.78","Studio","B1-29","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","Azizi Riviera 25"
"11-45505-2024","2024-11-25 14:33:17","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1700000","90.59","90.59","1 B/R","B-475","Business Bay Metro Station","Dubai Mall","Downtown Dubai","1","1","","AL HABTOOR CITY"
"11-45506-2024","2024-11-25 15:13:09","Sales","Sale","Ready","Free Hold","Residential","AL FURJAN","Unit","Flat","510000","37.94","37.94","Studio","B-48","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","1","1","","STARZ TOWER by DANUBE"
"11-45509-2024","2024-11-25 13:00:26","Sales","Sale","Ready","Free Hold","Residential","Al Kifaf","Unit","Flat","3100000","140.04","140.04","2 B/R","M-69","Al Jafiliya Metro Station","Dubai Mall","Burj Khalifa","1","1","","1 Residences "
"11-45510-2024","2024-11-25 13:25:39","Sales","Sale","Ready","Free Hold","Residential","MIRA","Building","Villa","2850000","347.4","347.4","3 B/R","","","","Dubai Cycling Course","1","1","","REEM - MIRA OASIS COMMUNITY"
"11-45511-2024","2024-11-25 12:35:13","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Office","2323272","157.66","157.66","Office","B3-115","Business Bay Metro Station","Dubai Mall","Downtown Dubai","2","1","","LAKE CENTRAL"
"11-45512-2024","2024-11-25 14:33:30","Sales","Sale","Ready","Free Hold","Residential","JABEL ALI HILLS","Land","","2391526","966","966","","","","","Dubai Parks and Resorts","1","1","",""
"11-45513-2024","2024-11-25 13:04:25","Sales","Sale","Ready","Free Hold","Residential","JADDAF WATERFRONT","Unit","Flat","900000","91.25","91.25","2 B/R","B2-42","Al Jadaf Metro Station","Dubai Mall","Dubai International Airport","1","1","","THE PEARL"
"11-45514-2024","2024-11-25 13:52:02","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","980000","149.72","149.72","2 B/R","B-48","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","2","1","","OLYMPIC PARK 1"
"11-45516-2024","2024-11-25 13:48:32","Sales","Sale","Ready","Free Hold","Residential","DAMAC HILLS","Unit","Flat","1560000","123.19","123.19","2 B/R","L1-C016","","","Motor City","1","1","","DAMAC HILLS - CARSON "
"11-45517-2024","2024-11-25 14:27:14","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","5250000","156.93","156.93","3 B/R","B2-2710, B2-2711","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","1","1","","ACT ONE | ACT TWO"
"11-45518-2024","2024-11-25 13:52:15","Sales","Sale","Ready","Free Hold","Residential","VILLANOVA","Building","Villa","2100000","170.04","170.04","2 B/R","","","","IMG World Adventures","1","1","","Villanova Amaranta "
"11-45519-2024","2024-11-25 13:17:12","Sales","Sale","Ready","Free Hold","Residential","DAMAC HILLS","Unit","Flat","1820000","139.79","139.79","2 B/R","T6-UP1-05","","","Motor City","1","1","","DAMAC HILLS - LORETO"
"11-45520-2024","2024-11-25 14:34:45","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","840000","81.79","81.79","2 B/R","B2-108, B2-109","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","1","1","","GIOVANNI BOUTIQUE"
"11-45521-2024","2024-11-25 15:01:03","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","635000","42.92","42.92","Studio","B1 - 034","Business Bay Metro Station","Dubai Mall","Downtown Dubai","1","1","","SAFEER TOWER 1"
"11-45522-2024","2024-11-25 15:05:51","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","1111000","75.31","75.31","1 B/R","L3-22","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","2","","BURJ AL NUJOOM"
"11-45528-2024","2024-11-25 14:04:16","Sales","Sale","Ready","Free Hold","Residential","TOWN SQUARE","Unit","Flat","1550000","131.85","131.85","3 B/R","P-430","","","Dubai Cycling Course","1","1","","TOWN SQUARE SAFI"
"11-45529-2024","2024-11-25 13:46:49","Sales","Sale","Ready","Free Hold","Residential","ARJAN","Unit","Flat","630000","70.64","70.64","1 B/R","P-66","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","1","1","","LINCOLN PARK"
"11-45531-2024","2024-11-25 14:02:01","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Hotel Apartment","6500000","166.67","166.67","2 B/R","B3-70 , B3-71","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","1","1","","THE ADDRESS - THE BLVD"
"11-45532-2024","2024-11-25 13:17:30","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","1900000","192.73","192.73","3 B/R","B3-82 & B3-82A","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","1","1","","CANAL RESIDENCE WEST (PHASE 1)"
"11-45536-2024","2024-11-25 14:41:36","Sales","Sale","Ready","Free Hold","Residential","Nad Al Hamar","Unit","Flat","1425000","137.96","137.96","2 B/R","G-01","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-45537-2024","2024-11-25 14:58:11","Sales","Sale","Ready","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","710000","101.65","101.65","2 B/R","P1 E 98","","","IMG World Adventures","1","1","","SKY COURTS"
"11-45538-2024","2024-11-25 14:01:54","Sales","Sale","Ready","Free Hold","Residential","THE GREENS","Unit","Flat","1300000","86.59","86.59","1 B/R","122","Dubai Internet City","Marina Mall","Burj Al Arab","1","1","",""
"11-45540-2024","2024-11-25 13:41:40","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Office","4709522","175.79","175.79","Office","B4-772,B4-773,B3-875,B3-808,B2-885","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","BAY SQUARE"
"11-45541-2024","2024-11-25 14:33:06","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Building","Villa","3750819","144.74","144.74","3 B/R","","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","2","2","",""
"11-45542-2024","2024-11-25 14:21:40","Sales","Sale","Ready","Free Hold","Residential","Al Kifaf","Unit","Flat","2250000","140.04","140.04","2 B/R","B3-177","Al Jafiliya Metro Station","Dubai Mall","Burj Khalifa","1","2","","1 Residences "
"11-45543-2024","2024-11-25 14:47:38","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 2 & 3","Unit","Flat","450000","72.45","72.45","1 B/R","B2-64","Rashidiya Metro Station","City Centre Mirdif","","1","1","","RITZ RESIDENCE"
"11-45544-2024","2024-11-25 14:21:08","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","900000","61.25","61.25","1 B/R","P4-172","Dubai Internet City","Marina Mall","Sports City Swimming Academy","1","1","","Binghatti Corner"
"11-45545-2024","2024-11-25 13:59:01","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","975000","39.93","39.93","Studio","B4-19","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","1","1","","ME DO RE"
"11-45550-2024","2024-11-25 14:09:30","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","2550000","86.15","86.15","1 B/R","B2-67","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","BANYAN TREE RESIDENCES HILLSIDE DUBAI"
"11-45551-2024","2024-11-25 14:14:34","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","525000","37.3","37.3","Studio","P2-005","Dubai Internet City","Marina Mall","Sports City Swimming Academy","1","1","","Hera Tower"
"11-45552-2024","2024-11-25 14:51:06","Sales","Sale","Ready","Free Hold","Residential","MIRA","Building","Villa","3000000","284.85","284.85","3 B/R","","","","Dubai Cycling Course","2","1","","REEM - MIRA OASIS COMMUNITY PHASE 3"
"11-45553-2024","2024-11-25 15:09:22","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 2 & 3","Unit","Flat","330000","38.91","38.91","Studio","G-04","Rashidiya Metro Station","City Centre Mirdif","","1","1","","AL HELAL AL ZAHABY BUILDING"
"11-45554-2024","2024-11-25 14:41:01","Sales","Sale","Ready","Free Hold","Residential","MEYDAN ONE","Unit","Flat","670000","38.58","38.58","Studio","G-67","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","Azizi Riviera 41"
"11-45557-2024","2024-11-25 15:04:30","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","725000","37.93","37.93","Studio","P3-27","Business Bay Metro Station","Dubai Mall","Downtown Dubai","1","2","","Bayz Tower"
"110-931-2024","2024-11-25 13:36:25","Mortgage","Lease to Own Registration","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","763200","67.08","67.08","1 B/R","DMCC-3302","Damac Properties","Marina Mall","Burj Al Arab","1","1","",""
"110-931-2024","2024-11-25 13:36:25","Sales","Lease to Own Registration","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","900000","67.08","67.08","1 B/R","DMCC-3302","Damac Properties","Marina Mall","Burj Al Arab","1","1","",""
"110-938-2024","2024-11-25 06:52:56","Sales","Lease to Own Registration","Ready","Free Hold","Residential","LA MER","Unit","Flat","2780000","77.49","77.49","1 B/R","G-017","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","1","1","","Port de La Mer - Le Pont "
"110-938-2024","2024-11-25 06:52:56","Mortgage","Lease to Own Registration","Ready","Free Hold","Residential","LA MER","Unit","Flat","2289600","77.49","77.49","1 B/R","G-017","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","1","1","","Port de La Mer - Le Pont "
"110-939-2024","2024-11-25 10:25:33","Mortgage","Lease to Own Registration","Ready","Free Hold","Residential","LIWAN","Unit","Flat","445200","90.33","90.33","1 B/R","G-2","","","IMG World Adventures","1","1","","QPOINT LIWAN-R019"
"110-939-2024","2024-11-25 10:25:33","Sales","Lease to Own Registration","Ready","Free Hold","Residential","LIWAN","Unit","Flat","530000","90.33","90.33","1 B/R","G-2","","","IMG World Adventures","1","1","","QPOINT LIWAN-R019"
"120-677-2024","2024-11-25 15:10:47","Gifts","Grant Pre-Registration","Off-Plan","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","700011","36.27","36.27","Studio","1","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Sportz By Danube "
"13-26736-2024","2024-11-25 04:14:11","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Madinat Hind 4","Land","Residential","975200","112.24","112.24","","","","","","0","0","","DAMAC HILLS (2) - AVENCIA-2 "
"13-28226-2024","2024-11-25 08:43:15","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","570000","68.35","68.35","1 B/R","P3-86","Dubai Internet City","Marina Mall","Sports City Swimming Academy","0","0","","Binghatti Corner"
"13-28280-2024","2024-11-25 13:49:59","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","AL FURJAN","Building","Villa","2800000","172.36","172.36","4 B/R","","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","",""
"13-28329-2024","2024-11-25 07:37:45","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DAMAC HILLS","Land","Residential","2588899","253","253","","","","","Motor City","0","0","","DAMAC HILLS- PELHAM "
"13-28336-2024","2024-11-25 13:32:14","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI SCIENCE PARK","Unit","Flat","1440000","170.18","170.18","1 B/R","B2-192, B2-193","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","",""
"13-28381-2024","2024-11-25 14:32:43","Mortgage","Mortgage Registration","Ready","Free Hold","Commercial","DUBAI SPORTS CITY","Land","Industrial","1102400","269.52","269.52","","","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","GALLERY VILLAS"
"13-28421-2024","2024-11-25 07:20:19","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Land","Residential","1282000","180","180","","","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","",""
"13-28435-2024","2024-11-25 07:19:01","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","ARABIAN RANCHES I","Building","Villa","1171462","272.21","272.21","3 B/R","","","","Motor City","0","0","",""
"13-28439-2024","2024-11-25 15:11:53","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Aweer First","Land","","1000000","1221.96","1221.96","","","","","","0","0","",""
"13-28450-2024","2024-11-25 07:17:58","Mortgage","Mortgage Registration","Ready","Free Hold","Commercial","POLO TOWNHOUSES IGO","Land","Commercial","1500000","235.22","235.22","","","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","THE POLO TOWN HOUSES"
"13-28458-2024","2024-11-25 04:42:45","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Aweer First","Land","Government Housing","1000000","1140.31","1140.31","","","","","","0","0","",""
"13-28473-2024","2024-11-25 04:12:42","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Naif","Land","Commercial","4610000","321.54","321.54","","","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","0","0","",""
"13-28475-2024","2024-11-25 08:53:18","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","756000","43.22","43.22","Studio","B3-167","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","29 BOULEVARD"
"13-28476-2024","2024-11-25 09:11:52","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","1800000","132.87","132.87","2 B/R","B4-47","Marina Towers","Marina Mall","Burj Al Arab","0","0","",""
"13-28477-2024","2024-11-25 09:53:58","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","THE VILLA","Land","Residential","844632.72","570.04","570.04","","","","","IMG World Adventures","0","0","","THE VILLA"
"13-28480-2024","2024-11-25 07:36:06","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","1780000","186.57","186.57","2 B/R","DMCC-2140","Marina Mall Metro Station","Marina Mall","Burj Al Arab","0","0","","MADINA TOWER"
"13-28483-2024","2024-11-25 08:20:38","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Al Nahda First","Land","Commercial","60000000","2322.54","2322.54","","","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-28485-2024","2024-11-25 09:24:45","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","521520","66.73","66.73","Studio","P4-12","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","ELITE 9 SPORTS RESIDENCE"
"13-28486-2024","2024-11-25 11:31:50","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI SOUTH","Unit","Flat","1187200","147.85","147.85","3 B/R","B-115,B-116","","","Expo 2020 Site","0","0","","The Pulse Boulevard Apartments-C1"
"13-28489-2024","2024-11-25 08:33:46","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","SOBHA HEARTLAND","Unit","Flat","1720000","115.04","115.04","2 B/R","G-67","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","WILTON TERRACES"
"13-28491-2024","2024-11-25 07:22:25","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","3619200","170.76","170.76","3 B/R","512 / 513","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","",""
"13-28492-2024","2024-11-25 05:03:41","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Madinat Hind 4","Land","","1000000","816.04","816.04","","","","","","0","0","",""
"13-28493-2024","2024-11-25 04:59:47","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Barshaa South First","Land","","300000","934.88","934.88","","","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","",""
"13-28494-2024","2024-11-25 04:56:09","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Twar Fourth","Land","Residential","300000","1393.55","1393.55","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-28495-2024","2024-11-25 06:46:57","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","1619656","160.99","160.99","2 B/R","DMCC-2057","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","","ALSHERA TOWER"
"13-28496-2024","2024-11-25 04:52:47","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Madinat Hind 3","Land","Government Housing","1000000","1115.06","1115.06","","","","","","0","0","",""
"13-28497-2024","2024-11-25 09:20:53","Mortgage","Mortgage Registration","Ready","Free Hold","Commercial","JUMEIRAH PARK","Land","Commercial","5194000","556.2","556.2","","","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","","JUMEIRAH PARK 7B&C"
"13-28500-2024","2024-11-25 10:07:28","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Office","1350000","156.09","156.09","Office","B1-24,B1-25,B1-26,B1-27","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","BURLINGTON TOWER"
"13-28501-2024","2024-11-25 10:13:20","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","ARABIAN RANCHES I","Building","Villa","3600000","336.34","336.34","3 B/R","","","","Global Village","0","0","",""
"13-28502-2024","2024-11-25 07:48:16","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","ARABIAN RANCHES I","Building","Villa","3743920","334.84","334.84","3 B/R","","","","Global Village","0","0","",""
"13-28503-2024","2024-11-25 07:50:48","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","750000","104.48","104.48","2 B/R","P3-169","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","GHALIA"
"13-28504-2024","2024-11-25 09:40:03","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Madinat Hind 4","Land","Residential","1450000","174.8","174.8","","","","","","0","0","","DAMAC HILLS (2) - ASTER "
"13-28505-2024","2024-11-25 09:37:02","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MIRA","Building","Villa","2798400","359.44","359.44","3 B/R","","","","Dubai Cycling Course","0","0","","REEM - MIRA OASIS COMMUNITY PHASE 3"
"13-28507-2024","2024-11-24 23:06:16","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MEYDAN ONE","Unit","Flat","640000","48.04","48.04","1 B/R","G-37","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Azizi Riviera 26"
"13-28508-2024","2024-11-25 00:39:41","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JADDAF WATERFRONT","Unit","Flat","203786","29.2","29.2","Studio","B3-02","Al Jadaf Metro Station","Dubai Mall","Dubai International Airport","0","0","","Boutique Xll"
"13-28509-2024","2024-11-25 01:08:13","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JADDAF WATERFRONT","Unit","Flat","260079","39","39","1 B/R","B2-39","Al Jadaf Metro Station","Dubai Mall","Dubai International Airport","0","0","","Boutique Xll"
"13-28510-2024","2024-11-25 08:46:58","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","2980720","205.51","205.51","2 B/R","B-3584","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","",""
"13-28511-2024","2024-11-25 09:57:45","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DISCOVERY GARDENS","Unit","Flat","610560","93","93","1 B/R","","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","",""
"13-28512-2024","2024-11-25 09:17:43","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1178720","98.38","98.38","1 B/R","B1-1041","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","THE ATRIA"
"13-28513-2024","2024-11-25 09:37:19","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","1190560","137.95","137.95","3 B/R"," B-312","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","ELITE 10 SPORTS RESIDENCE"
"13-28514-2024","2024-11-25 09:30:35","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH GOLF","Land","Residential","2488280","137.6","137.6","","","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","ALandalus Townhouse"
"13-28516-2024","2024-11-25 10:07:20","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","2120000","127.09","127.09","2 B/R","P1-49","Mina Seyahi","Marina Mall","Burj Al Arab","0","0","","OCEAN HEIGHTS"
"13-28517-2024","2024-11-25 09:56:13","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","PALM JUMEIRAH","Unit","Flat","1439360","69.12","69.12","1 B/R","B2-13","Palm Jumeirah","Marina Mall","Burj Al Arab","0","0","",""
"13-28518-2024","2024-11-25 11:19:45","Mortgage","Mortgage Registration","Ready","Free Hold","Commercial","DUBAI SPORTS CITY","Land","Industrial","2600000","303.17","303.17","","","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","GALLERY VILLAS"
"13-28519-2024","2024-11-25 10:23:11","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MBR DISTRICT 7","Unit","Flat","1150998","83.3","83.3","1 B/R","G-91","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","MAG EYE Phase 1"
"13-28520-2024","2024-11-25 11:21:32","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Madinat Hind 4","Land","Residential","1268800","174.8","174.8","","","","","","0","0",""," DAMAC HILLS (2)  - SANCTNARY"
"13-28521-2024","2024-11-25 10:42:48","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DAMAC HILLS","Unit","Flat","449440","37.82","37.82","Studio","L1-A241","","","Motor City","0","0","","DAMAC HILLS - CARSON "
"13-28522-2024","2024-11-25 10:11:59","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Warsan First","Unit","Flat","581699","58.59","58.59","1 B/R","B2-64","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Olivz Residence"
"13-28523-2024","2024-11-25 10:51:29","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI HILLS","Unit","Flat","1520000","85.69","85.69","1 B/R","B-369","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","0","0","","ACACIA AT PARK HEIGHTS"
"13-28525-2024","2024-11-25 11:32:42","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI HILLS","Unit","Flat","1120000","71.27","71.27","1 B/R","B-059","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Global Village","0","0","",""
"13-28527-2024","2024-11-25 10:34:31","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","PALM JUMEIRAH","Unit","Flat","2869225","158.79","158.79","2 B/R","B2-2304","Palm Jumeirah","Marina Mall","Burj Al Arab","0","0","",""
"13-28528-2024","2024-11-25 11:05:10","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Madinat Hind 4","Land","Residential","1300000","174.81","174.81","","","","","","0","0","","DAMAC HILLS (2) - PACIFICA "
"13-28529-2024","2024-11-25 10:23:21","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DAMAC HILLS","Land","Residential","2720000","502.33","502.33","","","","","Motor City","0","0","","DAMAC HILLS - PICCADILLY GREEN"
"13-28530-2024","2024-11-25 10:31:33","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI HILLS","Unit","Flat","1064000","62.15","62.15","1 B/R","P2-65","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Global Village","0","0","","Prive Residence"
"13-28531-2024","2024-11-25 10:42:42","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","ARJAN","Unit","Flat","800000","94.89","94.89","2 B/R","B-109","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","Remraam - Al Ramth","GENESIS"
"13-28532-2024","2024-11-25 10:34:25","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Madinat Hind 4","Land","Residential","1437360","151.8","151.8","","","","","","0","0","","DAMAC HILLS (2) - CENTAURY "
"13-28534-2024","2024-11-25 11:33:16","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","652960","123.38","123.38","2 B/R","P3-153","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","THE CRESCENT"
"13-28535-2024","2024-11-25 11:05:05","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Madinat Hind 4","Land","Residential","1339840","185.39","185.39","","","","","","0","0","","DAMAC HILLS (2) - CENTAURY "
"13-28536-2024","2024-11-25 10:59:37","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","720000","75.91","75.91","1 B/R","DMCC-2287","Damac Properties","Marina Mall","Burj Al Arab","0","0","","SABA TOWER 2"
"13-28537-2024","2024-11-25 10:25:36","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Al Yelayiss 2","Building","Villa","1600000","187.92","187.92","3 B/R","","","","","0","0","","REEM TOWNHOUSES"
"13-28538-2024","2024-11-25 11:15:27","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","780160","97.2","97.2","2 B/R","P2-19","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Binghatti Gems"
"13-28539-2024","2024-11-25 12:00:44","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Aweer First","Land","","750000","1255.26","1255.26","","","","","","0","0","",""
"13-28540-2024","2024-11-25 11:19:59","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","AL FURJAN","Unit","Flat","496080","72.31","72.31","1 B/R","B-69","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","","Azizi Shaista Residence"
